agro_ecological_zone,soil_ph,nitrogen_N,phosphorus_P,potassium_K,soil_moisture,soil_temp,ambient_temp,humidity,rainfall,altitude,soil_type
Intermediate,6.13,47.32,16.62,151.26,38.94,22.49,23.07,94.59,14.55,467.9,Reddish Brown Latosolic
Wet,4.33,141.58,12.0,67.01,27.35,24.67,26.25,52.32,25.96,466.67,Bog and Half-Bog
Intermediate,6.96,84.61,26.22,178.68,20.56,27.64,28.42,60.95,14.1,540.31,Alluvial Soils
Intermediate,6.03,43.79,14.17,146.82,17.39,23.61,24.53,43.89,8.43,377.59,Reddish Brown Latosolic
Dry,6.51,60.75,17.3,157.1,49.17,32.71,33.45,62.85,3.86,55.75,Reddish Brown Earths
Dry,8.75,15.48,10.38,441.59,6.68,32.28,33.52,56.71,2.29,84.74,Solonchaks
Wet,5.69,37.71,15.02,104.73,35.81,23.27,25.17,73.04,24.01,342.44,Immature Brown Loams
Dry,8.06,25.29,19.27,256.37,63.33,29.02,29.7,45.67,2.04,146.32,Calcic Red Yellow Latosols
Dry,7.35,43.97,16.64,137.19,29.6,27.89,29.42,52.3,1.44,60.0,Low Humic Gley
Wet,5.17,42.46,11.55,92.4,16.79,21.44,23.14,59.91,26.15,352.69,Red Yellow Podzolic
Dry,6.19,47.03,15.99,116.49,46.04,29.0,30.35,71.63,0.82,112.17,Low Humic Gley
Dry,6.47,48.37,16.12,131.16,30.41,27.21,28.65,57.02,4.85,78.49,Low Humic Gley
Intermediate,5.8,36.64,15.7,145.26,67.11,27.73,29.46,69.59,14.06,522.96,Reddish Brown Latosolic
Wet,4.98,28.89,8.83,98.41,64.02,22.91,24.05,80.97,29.93,262.06,Red Yellow Podzolic
Dry,5.94,28.81,10.77,108.26,28.54,30.07,31.9,49.55,3.83,16.15,Non-Calcic Brown
Wet,4.89,26.81,9.95,94.35,66.35,22.39,23.9,71.79,21.78,276.72,Red Yellow Podzolic
Dry,6.26,23.69,10.99,80.84,50.69,33.21,34.84,59.04,4.88,10.21,Red Yellow Latosols
Wet,5.36,35.07,15.26,123.64,11.62,23.45,24.69,43.73,23.84,293.83,Immature Brown Loams
Intermediate,6.48,78.6,30.26,177.01,65.45,27.03,28.42,94.28,5.72,648.63,Alluvial Soils
Dry,8.72,14.45,9.33,515.35,15.52,31.04,32.31,62.58,3.66,69.92,Solonchaks
Wet,4.19,117.81,12.32,72.18,27.87,25.26,26.65,43.1,13.34,434.54,Bog and Half-Bog
Dry,6.35,23.14,11.68,86.59,26.16,33.41,34.49,67.96,4.08,95.58,Red Yellow Latosols
Dry,7.94,21.51,19.39,332.39,40.18,30.85,32.14,46.19,3.96,58.3,Solodized Solonetz
Dry/Wet,7.45,17.27,3.94,59.68,30.93,28.95,30.94,54.29,16.06,159.39,Regosols
Dry,7.71,34.84,21.13,322.29,60.47,31.55,32.9,46.04,1.95,48.98,Grumusols
Dry/Wet,7.32,14.42,6.37,42.56,14.79,31.64,33.4,82.54,15.23,105.46,Regosols
Dry,6.31,47.62,18.01,135.97,53.24,29.45,31.12,82.97,0.92,130.78,Reddish Brown Earths
Dry,8.01,28.02,19.28,245.15,12.34,27.74,28.77,79.72,2.55,72.09,Calcic Red Yellow Latosols
Dry,6.44,53.27,16.72,155.4,58.65,33.09,34.42,81.82,1.69,36.05,Reddish Brown Earths
Wet,4.93,29.36,8.71,73.07,46.83,22.16,23.94,53.62,18.07,246.12,Red Yellow Podzolic
Wet,5.24,32.41,11.65,89.44,60.47,23.46,24.52,92.91,24.64,481.48,Red Yellow Podzolic
Dry,7.91,38.0,27.86,332.44,5.59,30.06,31.88,44.46,3.09,89.76,Grumusols
Dry,7.35,40.67,25.81,264.36,13.39,28.96,29.64,88.43,0.46,123.88,Grumusols
Intermediate,5.93,39.83,15.62,132.13,25.63,26.28,28.25,67.63,14.82,406.9,Reddish Brown Latosolic
Dry,6.39,59.12,19.17,169.49,68.88,29.83,31.63,44.89,0.36,122.72,Reddish Brown Earths
Dry,8.68,24.39,12.48,298.6,13.8,29.72,31.66,85.59,4.88,96.82,Solodized Solonetz
Dry/Wet,7.15,13.22,4.45,43.75,24.32,30.87,32.75,54.51,21.04,31.33,Regosols
Intermediate,6.2,78.6,27.52,175.64,51.58,30.14,30.91,75.39,10.14,258.86,Alluvial Soils
Wet,4.5,110.64,10.71,72.01,9.22,26.02,26.54,80.48,22.9,288.11,Bog and Half-Bog
Wet,4.96,37.85,11.12,88.1,24.1,23.16,24.82,43.96,16.23,338.92,Red Yellow Podzolic
Dry/Wet,7.0,14.94,4.31,48.43,69.52,29.92,30.95,59.67,17.56,254.6,Regosols
Intermediate,6.28,49.86,14.73,128.88,19.38,23.14,24.94,82.42,9.67,55.76,Reddish Brown Latosolic
Dry,9.05,13.66,11.89,469.47,63.62,33.54,35.3,55.32,4.0,72.35,Solonchaks
Intermediate,6.04,53.03,15.6,158.62,36.11,25.63,27.02,69.11,7.02,680.21,Reddish Brown Latosolic
Dry,6.73,46.47,14.32,131.3,19.17,27.39,28.75,43.13,3.03,103.68,Low Humic Gley
Dry,7.94,29.96,18.23,225.48,62.15,28.41,30.31,65.73,1.17,35.01,Calcic Red Yellow Latosols
Dry,6.02,19.29,8.87,121.25,46.02,31.41,32.25,45.87,0.98,144.46,Non-Calcic Brown
Intermediate,6.15,45.02,14.14,138.97,15.86,22.37,24.29,69.49,6.6,135.64,Reddish Brown Latosolic
Dry,6.62,36.98,12.96,117.39,68.17,28.67,29.51,81.5,1.35,96.31,Low Humic Gley
Dry,8.23,19.79,14.39,369.96,40.56,29.99,31.55,93.56,2.91,31.23,Solodized Solonetz
Intermediate,6.03,45.95,17.55,118.68,44.65,28.13,29.88,85.6,5.82,312.54,Reddish Brown Latosolic
Dry,6.53,53.3,17.18,183.17,20.1,31.17,32.65,70.4,0.16,70.22,Reddish Brown Earths
Wet,5.57,41.6,15.6,125.84,62.35,22.29,23.24,89.91,19.54,24.69,Immature Brown Loams
Wet,5.41,40.46,15.08,107.76,18.94,21.69,23.54,62.93,21.65,420.3,Immature Brown Loams
Wet,5.42,33.22,12.69,140.46,16.52,24.95,25.5,65.73,25.28,375.42,Immature Brown Loams
Intermediate,6.08,83.75,33.34,181.32,64.27,27.9,28.74,46.89,5.38,253.29,Alluvial Soils
Intermediate,5.6,47.98,15.31,139.63,27.79,25.33,27.24,78.05,5.99,552.64,Reddish Brown Latosolic
Dry,6.37,39.68,13.4,115.11,8.97,28.77,29.56,61.6,0.22,24.78,Low Humic Gley
Wet,5.16,34.08,11.54,67.87,11.68,23.22,23.96,49.12,16.62,147.79,Red Yellow Podzolic
Dry,7.61,37.93,22.3,269.51,53.46,29.58,30.72,49.28,0.37,89.35,Grumusols
Dry,6.06,27.5,12.82,113.65,56.65,30.77,31.56,87.19,4.21,19.18,Non-Calcic Brown
Dry,6.62,53.57,18.67,160.97,14.03,28.9,29.84,79.4,3.75,120.49,Reddish Brown Earths
Dry,8.18,31.88,12.37,255.36,18.05,28.6,30.11,49.04,4.71,18.44,Calcic Red Yellow Latosols
Dry,6.63,58.53,14.13,165.47,32.32,30.0,30.75,91.31,3.26,93.94,Reddish Brown Earths
Dry/Wet,7.34,18.15,3.24,40.49,27.63,31.39,32.08,75.14,15.9,222.16,Regosols
Intermediate,5.94,37.92,12.68,115.72,21.1,28.23,29.25,56.24,9.96,544.14,Reddish Brown Latosolic
Dry/Wet,7.37,12.6,8.01,39.64,9.94,28.34,29.16,40.78,27.83,157.37,Regosols
Intermediate,6.02,54.9,14.17,145.11,23.71,24.07,25.25,73.66,7.22,752.5,Reddish Brown Latosolic
Dry,7.91,28.16,19.15,221.65,9.49,31.77,33.0,70.96,3.44,143.96,Calcic Red Yellow Latosols
Wet,4.43,105.79,9.19,68.35,9.0,24.73,26.68,68.75,27.39,461.72,Bog and Half-Bog
Dry,7.77,28.85,17.56,224.32,49.13,29.37,29.99,47.02,4.73,45.72,Calcic Red Yellow Latosols
Dry,6.73,39.73,15.48,110.35,47.01,29.86,30.59,76.39,2.66,135.91,Low Humic Gley
Dry/Wet,7.14,11.24,6.63,49.97,8.36,30.69,32.31,84.64,28.05,273.05,Regosols
Dry,6.46,23.56,10.53,69.13,25.58,31.94,32.57,89.89,3.56,148.39,Red Yellow Latosols
Dry,8.68,14.56,9.98,361.33,15.26,32.47,34.22,75.59,1.54,79.35,Solonchaks
Dry,7.9,24.61,13.84,247.41,10.58,28.7,30.54,70.19,2.3,55.69,Calcic Red Yellow Latosols
Dry,8.35,15.63,16.27,373.06,22.81,29.94,30.99,90.06,4.03,83.21,Solodized Solonetz
Dry,8.15,20.06,14.86,339.37,25.39,31.99,33.36,90.31,1.23,74.36,Solodized Solonetz
Dry,6.94,43.25,12.57,119.42,31.55,28.35,29.67,56.45,2.94,66.61,Low Humic Gley
Wet,4.49,110.19,9.85,61.56,56.12,26.56,27.29,49.95,24.38,247.47,Bog and Half-Bog
Wet,4.45,116.55,10.98,59.6,58.6,25.7,27.2,52.12,14.64,338.6,Bog and Half-Bog
Dry,5.94,22.02,11.56,132.32,49.83,28.22,29.91,81.84,3.8,79.71,Non-Calcic Brown
Dry,8.41,14.02,12.0,446.36,57.56,30.56,32.07,58.14,0.45,124.06,Solonchaks
Dry,8.11,27.66,14.94,210.35,32.96,29.99,30.52,81.16,4.91,22.64,Calcic Red Yellow Latosols
Wet,4.33,108.06,8.55,62.55,56.6,25.06,26.59,73.08,24.8,18.0,Bog and Half-Bog
Dry,7.98,42.53,23.44,283.54,28.77,28.43,29.84,76.0,1.3,75.41,Grumusols
Dry,6.7,16.09,8.29,75.68,26.44,34.73,35.29,76.14,0.85,11.31,Red Yellow Latosols
Dry,8.17,21.74,15.77,460.34,26.24,32.74,34.56,77.16,3.93,107.44,Solodized Solonetz
Dry,6.32,23.9,8.64,64.04,19.64,29.37,30.91,72.94,1.55,78.9,Red Yellow Latosols
Dry,6.73,41.06,14.61,116.52,18.46,30.1,30.71,70.36,3.03,51.44,Low Humic Gley
Dry,8.1,22.34,12.96,426.79,37.47,31.39,31.94,70.96,1.6,42.21,Solodized Solonetz
Intermediate,6.6,75.4,31.46,244.33,56.55,29.92,30.81,63.73,8.49,107.74,Alluvial Soils
Dry,6.49,23.82,12.11,74.6,25.86,32.98,34.43,77.11,0.36,128.71,Red Yellow Latosols
Wet,4.52,131.86,11.8,67.63,9.17,24.85,26.1,66.36,24.49,89.29,Bog and Half-Bog
Wet,4.85,31.15,10.75,97.07,24.38,19.93,21.7,52.2,29.41,189.75,Red Yellow Podzolic
Wet,4.66,121.41,11.16,81.76,42.8,23.98,24.87,54.68,14.3,131.6,Bog and Half-Bog
Wet,4.7,40.67,11.62,95.73,66.33,21.87,22.97,86.08,17.79,189.19,Red Yellow Podzolic
Wet,5.56,37.19,15.61,124.68,32.75,22.91,24.57,67.99,29.72,267.68,Immature Brown Loams
Dry,6.72,54.14,17.12,130.95,54.57,27.18,29.15,47.1,3.26,81.73,Low Humic Gley
Wet,4.28,96.05,6.59,51.51,67.61,24.35,26.03,85.18,16.74,354.48,Bog and Half-Bog
Dry,6.64,54.39,19.11,155.02,57.04,29.37,31.25,53.85,1.06,59.35,Reddish Brown Earths
Dry,8.22,15.46,16.52,342.57,39.07,30.38,31.13,80.7,1.8,131.9,Solodized Solonetz
Intermediate,5.92,47.9,14.91,151.55,63.13,27.71,29.29,50.13,8.69,275.23,Reddish Brown Latosolic
Dry,6.5,21.35,15.44,84.58,55.87,33.95,34.88,54.54,4.11,51.79,Red Yellow Latosols
Dry,7.32,40.48,19.61,277.94,20.08,29.47,30.43,68.1,3.89,44.85,Grumusols
Dry,6.55,40.28,15.44,122.98,43.14,31.49,32.42,91.43,0.83,91.88,Low Humic Gley
Dry,7.85,24.14,15.68,443.13,13.03,30.34,30.99,81.23,0.7,128.82,Solodized Solonetz
Dry,5.85,25.73,9.22,118.33,15.79,31.24,32.1,79.55,1.28,100.83,Non-Calcic Brown
Wet,4.7,32.37,12.19,88.12,18.44,19.39,20.66,67.27,24.07,213.8,Red Yellow Podzolic
Dry,6.55,59.48,19.11,171.92,17.01,30.68,31.56,93.43,1.91,93.52,Reddish Brown Earths
Dry,8.74,12.62,9.44,437.54,42.0,30.09,30.8,50.69,3.01,55.75,Solonchaks
Dry,7.35,40.32,24.18,272.55,13.55,30.91,31.44,62.67,2.21,57.85,Grumusols
Dry,8.04,27.95,19.28,193.42,57.73,30.02,31.59,43.59,1.28,107.96,Calcic Red Yellow Latosols
Dry/Wet,7.13,16.15,5.5,46.26,35.26,36.11,36.63,50.64,13.75,20.34,Regosols
Dry,6.38,16.03,9.1,82.58,13.74,30.74,31.37,41.8,4.24,117.91,Red Yellow Latosols
Wet,5.45,25.45,17.71,111.76,64.82,25.19,25.88,46.52,28.14,246.81,Immature Brown Loams
Dry,6.39,16.61,7.3,73.87,38.61,32.99,33.86,69.96,3.52,128.32,Red Yellow Latosols
Wet,4.58,102.77,10.27,57.57,59.29,27.86,28.68,62.92,25.29,225.78,Bog and Half-Bog
Dry,6.46,20.14,8.2,74.66,34.2,30.26,32.2,89.33,2.04,101.87,Red Yellow Latosols
Wet,5.28,34.46,10.55,91.12,11.15,21.07,22.59,78.97,25.07,145.99,Red Yellow Podzolic
Dry/Wet,7.56,15.05,4.6,44.83,54.39,29.11,31.07,75.19,27.56,299.94,Regosols
Dry,5.95,22.41,10.39,111.87,33.8,30.67,31.69,66.71,4.97,59.71,Non-Calcic Brown
Intermediate,5.7,41.91,13.84,151.84,10.46,24.6,25.23,81.24,14.8,108.97,Reddish Brown Latosolic
Dry,5.62,24.64,10.84,109.36,41.54,28.33,29.99,57.91,4.6,117.41,Non-Calcic Brown
Wet,4.99,30.28,8.87,75.51,57.58,20.83,22.6,40.21,28.42,351.74,Red Yellow Podzolic
Dry,6.74,45.55,19.08,130.94,14.65,28.37,29.2,67.29,2.68,78.63,Low Humic Gley
Dry,6.46,23.44,11.57,80.31,56.45,32.59,33.58,88.85,2.04,54.24,Red Yellow Latosols
Intermediate,6.66,78.1,28.07,220.32,58.8,28.21,29.26,61.56,8.34,363.3,Alluvial Soils
Dry,6.83,44.63,14.0,117.84,52.25,30.77,31.7,49.22,4.0,111.29,Low Humic Gley
Dry,7.02,46.97,13.8,127.53,55.21,30.02,31.04,62.9,3.8,109.53,Low Humic Gley
Dry,9.09,11.41,8.58,483.32,54.4,31.29,32.67,51.41,0.48,23.72,Solonchaks
Wet,4.49,140.44,10.43,64.23,6.8,25.89,27.09,89.53,28.67,461.18,Bog and Half-Bog
Dry/Wet,7.96,11.49,4.99,44.53,35.17,29.01,30.47,52.86,18.16,493.95,Regosols
Wet,4.5,46.5,11.27,94.99,23.45,21.15,22.23,56.4,18.26,304.13,Red Yellow Podzolic
Dry/Wet,7.27,15.52,7.47,46.84,54.39,31.55,33.53,47.3,25.15,299.76,Regosols
Dry,8.24,25.96,13.05,353.65,7.92,28.75,30.64,52.74,0.19,46.03,Solodized Solonetz
Dry,6.2,27.44,11.96,103.06,42.68,28.43,29.34,64.3,4.21,55.63,Non-Calcic Brown
Intermediate,6.56,93.78,31.75,211.89,16.88,28.32,28.83,47.46,9.55,644.86,Alluvial Soils
Dry,5.84,28.6,10.1,103.86,43.1,27.04,28.73,55.57,2.34,110.92,Non-Calcic Brown
Dry,6.78,54.52,17.27,154.3,37.04,30.16,30.84,93.27,1.94,63.13,Reddish Brown Earths
Dry/Wet,7.05,13.21,6.88,53.76,68.59,29.28,30.8,72.09,11.74,401.01,Regosols
Dry,8.41,11.5,12.14,453.08,68.3,29.01,30.32,83.41,2.82,101.34,Solonchaks
Dry,7.94,41.49,25.52,314.1,53.16,28.23,29.46,79.48,2.54,86.78,Grumusols
Dry,6.91,52.22,14.72,161.05,23.52,27.7,29.17,91.45,0.41,56.41,Reddish Brown Earths
Wet,4.76,35.75,9.71,95.15,33.01,21.84,23.19,90.49,18.11,67.2,Red Yellow Podzolic
Dry,6.9,64.4,17.35,159.69,19.73,29.77,31.28,40.98,4.81,71.82,Reddish Brown Earths
Wet,4.63,100.57,9.27,64.77,31.87,26.36,28.28,58.13,15.54,381.83,Bog and Half-Bog
Dry,6.87,48.32,13.25,123.8,33.18,30.06,32.0,94.28,3.02,85.17,Low Humic Gley
Intermediate,5.92,42.37,16.44,150.33,10.69,26.94,27.83,90.29,8.35,753.68,Reddish Brown Latosolic
Dry,6.42,16.76,10.08,78.89,15.9,30.44,32.41,59.22,2.25,39.66,Red Yellow Latosols
Dry,8.8,10.84,9.87,448.65,36.07,29.91,31.73,67.14,0.43,145.01,Solonchaks
Dry/Wet,7.41,11.81,6.72,51.62,52.77,30.28,31.85,72.86,10.69,341.35,Regosols
Wet,5.37,50.2,15.9,136.2,30.22,25.19,26.18,79.34,13.47,21.39,Immature Brown Loams
Dry,6.96,48.96,14.13,122.06,25.26,27.66,29.44,52.71,1.1,115.79,Low Humic Gley
Dry/Wet,7.5,12.77,3.92,45.02,9.66,31.67,33.1,88.63,22.77,26.41,Regosols
Dry,6.67,17.87,10.34,71.24,47.71,32.57,33.18,68.44,0.56,80.53,Red Yellow Latosols
Dry,5.78,24.54,11.48,118.53,52.18,27.09,28.37,88.38,2.66,139.24,Non-Calcic Brown
Dry,5.98,25.41,11.14,95.29,49.18,27.75,29.15,61.65,3.14,134.0,Non-Calcic Brown
Dry,6.92,50.02,16.0,121.45,14.63,29.22,30.05,94.96,2.15,79.98,Low Humic Gley
Intermediate,5.95,34.34,14.69,126.75,46.68,27.16,29.02,43.47,11.95,212.91,Reddish Brown Latosolic
Dry,6.62,50.94,17.18,143.38,36.09,28.46,29.83,47.2,2.53,141.27,Low Humic Gley
Wet,5.35,36.0,14.57,123.49,30.17,21.47,22.62,65.92,11.14,314.33,Immature Brown Loams
Wet,5.18,35.41,10.28,86.1,47.82,19.16,20.26,47.42,26.24,270.32,Red Yellow Podzolic
Dry,6.22,24.16,10.97,82.74,22.15,32.61,33.89,52.94,2.39,82.76,Red Yellow Latosols
Dry,7.56,48.02,18.5,128.68,48.28,29.91,30.71,75.32,0.39,32.88,Low Humic Gley
Intermediate,6.0,37.35,16.32,134.27,48.81,23.36,25.2,87.03,11.71,786.05,Reddish Brown Latosolic
Wet,4.35,111.1,7.98,71.92,30.13,25.64,27.09,76.64,16.57,64.79,Bog and Half-Bog
Dry,6.24,39.03,14.67,135.84,51.46,29.21,29.86,59.11,1.19,57.88,Low Humic Gley
Intermediate,6.54,74.13,40.78,211.79,30.62,27.76,28.91,57.54,12.62,474.73,Alluvial Soils
Wet,5.5,38.04,13.56,100.87,43.4,22.47,23.86,85.72,10.85,267.65,Immature Brown Loams
Dry,7.74,48.2,20.31,282.43,59.97,30.8,32.21,70.27,1.78,147.85,Grumusols
Intermediate,5.82,27.78,15.52,126.97,15.71,26.01,27.81,64.73,10.59,578.85,Reddish Brown Latosolic
Dry,8.16,36.02,11.46,225.94,41.8,28.6,29.18,94.01,0.47,24.93,Calcic Red Yellow Latosols
Dry,6.03,27.45,8.2,111.71,32.5,32.31,33.49,79.51,4.45,25.88,Non-Calcic Brown
Dry/Wet,6.95,14.29,6.85,55.73,49.16,29.79,31.66,51.51,15.59,38.33,Regosols
Dry/Wet,7.2,11.26,5.46,44.85,64.58,31.74,33.14,92.01,12.85,418.21,Regosols
Intermediate,6.3,47.64,14.33,129.46,60.52,25.9,26.75,82.05,5.76,138.7,Reddish Brown Latosolic
Dry/Wet,7.12,8.93,6.69,52.04,48.79,34.69,35.27,55.54,27.57,333.83,Regosols
Dry/Wet,6.65,8.93,7.63,57.05,14.47,29.0,29.9,43.33,11.34,396.27,Regosols
Wet,5.64,33.55,12.83,107.6,53.14,25.1,26.3,78.53,14.31,117.08,Immature Brown Loams
Dry,6.08,20.1,10.5,106.71,31.6,31.32,31.97,94.43,4.93,63.14,Non-Calcic Brown
Dry,8.57,20.04,15.22,354.59,38.87,30.62,31.83,56.69,1.45,56.85,Solodized Solonetz
Dry,8.66,12.94,7.73,528.75,62.18,32.11,34.09,57.28,3.09,43.14,Solonchaks
Dry,5.8,28.56,10.09,117.22,50.78,31.25,32.17,73.59,1.01,52.85,Non-Calcic Brown
Dry,8.87,14.02,10.71,403.28,63.65,29.6,31.35,92.18,1.19,109.02,Solonchaks
Intermediate,6.35,83.58,31.64,188.78,6.89,27.48,28.18,62.3,10.3,418.92,Alluvial Soils
Intermediate,5.9,80.19,33.5,189.02,66.05,27.27,27.86,79.43,5.91,209.71,Alluvial Soils
Dry,8.18,15.46,15.14,321.64,12.5,34.17,34.94,42.21,4.07,117.74,Solodized Solonetz
Dry,6.06,32.34,9.13,97.59,30.34,28.08,29.23,50.65,0.34,94.55,Non-Calcic Brown
Dry,5.83,28.29,6.26,109.54,25.35,31.39,32.32,74.21,2.45,133.23,Non-Calcic Brown
Dry,7.77,38.89,23.87,315.09,67.33,28.08,29.43,67.15,0.47,47.98,Grumusols
Wet,5.62,46.81,16.05,118.61,29.87,24.9,26.03,76.49,12.02,39.65,Immature Brown Loams
Intermediate,6.53,76.96,32.2,174.29,6.36,28.74,30.64,41.47,14.66,647.94,Alluvial Soils
Wet,4.37,104.97,9.28,68.13,27.04,23.13,25.03,70.21,17.74,429.54,Bog and Half-Bog
Dry,5.84,29.65,9.29,99.16,31.08,28.45,30.21,63.31,3.07,81.99,Non-Calcic Brown
Intermediate,6.03,39.87,16.78,157.42,23.99,22.78,24.23,78.55,7.15,221.91,Reddish Brown Latosolic
Dry,6.2,25.01,9.91,103.34,24.96,29.01,30.43,43.05,3.13,85.34,Non-Calcic Brown
Wet,4.55,109.68,8.92,66.52,16.03,26.15,27.47,59.76,22.27,290.09,Bog and Half-Bog
Dry/Wet,7.05,11.48,5.77,59.15,16.71,31.23,32.53,46.08,11.86,171.51,Regosols
Intermediate,6.4,70.8,30.08,231.04,17.08,29.19,30.38,86.76,10.62,728.83,Alluvial Soils
Wet,5.44,43.39,16.62,129.59,47.36,23.26,24.26,56.43,12.39,103.1,Immature Brown Loams
Dry,8.47,19.6,11.73,461.59,15.93,31.33,32.24,79.27,0.55,104.84,Solonchaks
Dry,7.65,39.2,21.46,304.5,63.91,29.61,30.74,74.73,0.6,92.63,Grumusols
Intermediate,5.84,38.47,14.63,149.84,17.72,24.76,25.65,60.92,8.45,173.26,Reddish Brown Latosolic
Dry,8.16,28.03,15.46,236.74,33.7,30.54,31.87,42.21,0.62,127.76,Calcic Red Yellow Latosols
Dry,6.72,44.57,13.92,133.14,22.56,26.95,28.89,83.22,0.88,97.91,Low Humic Gley
Wet,5.76,37.64,16.7,127.79,25.51,23.36,24.0,83.11,23.84,166.53,Immature Brown Loams
Dry,7.69,38.01,23.87,295.56,69.2,31.35,32.53,52.96,4.48,148.37,Grumusols
Wet,5.65,24.08,14.86,115.03,31.82,23.9,25.45,43.98,18.53,227.51,Immature Brown Loams
Dry,8.99,11.4,10.73,474.78,48.47,32.19,33.47,72.01,0.48,97.05,Solonchaks
Dry,6.02,26.8,9.89,114.66,25.32,30.21,31.42,70.09,0.38,137.57,Non-Calcic Brown
Dry,7.77,41.92,21.91,329.52,35.52,28.73,29.39,72.2,0.51,111.49,Grumusols
Dry,6.55,62.19,16.88,147.35,17.16,32.51,33.17,64.91,4.72,66.21,Reddish Brown Earths
Dry,5.99,29.38,11.12,107.86,43.37,29.91,30.6,71.37,0.06,57.45,Non-Calcic Brown
Intermediate,6.31,77.52,35.88,211.55,32.56,27.83,28.54,74.31,10.26,394.2,Alluvial Soils
Intermediate,6.36,70.68,28.88,200.81,62.87,25.27,26.21,81.84,12.92,357.48,Alluvial Soils
Wet,4.37,98.63,10.09,54.91,5.58,27.07,28.83,80.03,23.65,17.87,Bog and Half-Bog
Dry,8.04,21.52,13.36,455.03,33.64,29.79,31.57,64.4,3.59,142.12,Solodized Solonetz
Dry,5.88,25.85,12.86,101.57,12.2,28.36,29.9,44.29,1.68,72.64,Non-Calcic Brown
Dry/Wet,7.38,10.32,4.18,40.92,55.96,30.15,32.01,83.87,14.1,383.53,Regosols
Dry,6.11,27.16,11.21,121.0,7.33,30.23,31.22,85.14,3.76,54.99,Non-Calcic Brown
Wet,5.68,31.34,11.82,114.87,17.98,25.49,26.59,92.54,24.96,445.22,Immature Brown Loams
Wet,5.08,34.23,12.33,72.39,12.86,21.85,22.7,44.33,13.95,485.09,Red Yellow Podzolic
Dry,8.29,13.59,11.13,464.14,68.61,32.14,33.18,48.89,2.32,91.85,Solonchaks
Dry/Wet,6.91,13.18,5.0,53.0,64.71,28.67,30.2,54.23,18.96,30.16,Regosols
Dry/Wet,7.21,11.42,6.72,54.85,6.14,33.19,34.81,75.95,26.83,404.94,Regosols
Dry,8.65,12.1,11.84,377.73,7.5,29.54,30.68,52.74,0.83,87.63,Solonchaks
Dry,6.32,24.04,12.25,70.07,36.82,30.24,31.62,64.91,2.14,40.47,Red Yellow Latosols
Dry,6.32,37.83,11.52,114.92,27.6,28.78,29.95,85.29,0.76,136.73,Low Humic Gley
Dry,7.09,54.47,13.12,140.82,6.83,29.63,30.39,69.78,1.88,31.47,Low Humic Gley
Intermediate,6.07,38.91,17.66,141.03,30.3,26.02,26.87,84.3,7.79,560.8,Reddish Brown Latosolic
Dry,8.24,20.91,14.54,294.97,68.8,31.34,33.23,77.81,1.58,117.21,Solodized Solonetz
Intermediate,5.97,37.79,14.27,127.97,7.65,24.47,26.24,89.27,5.45,586.79,Reddish Brown Latosolic
Dry,6.66,54.98,17.55,150.88,8.68,29.79,31.42,50.39,3.7,72.1,Reddish Brown Earths
Intermediate,6.11,44.87,13.45,143.49,20.79,24.2,26.18,84.16,7.77,241.27,Reddish Brown Latosolic
Dry,7.89,41.57,26.74,280.64,9.12,28.57,29.86,73.2,4.16,131.38,Grumusols
Dry,9.2,7.45,12.52,430.29,53.77,31.18,32.12,54.41,3.79,49.1,Solonchaks
Wet,4.81,43.61,11.27,83.55,12.96,25.72,26.54,50.17,23.0,244.57,Red Yellow Podzolic
Wet,4.2,94.66,9.15,61.15,63.74,24.59,26.23,94.99,19.36,462.5,Bog and Half-Bog
Wet,4.78,28.03,8.05,96.96,54.51,22.57,23.77,62.29,17.42,86.78,Red Yellow Podzolic
Dry,8.04,24.87,18.28,234.66,18.32,28.38,29.94,81.27,4.91,84.62,Calcic Red Yellow Latosols
Dry,5.93,31.1,11.52,101.08,52.77,30.48,31.4,56.74,3.14,147.31,Non-Calcic Brown
Dry,7.56,41.32,21.19,286.49,11.48,28.04,28.8,76.7,4.51,62.11,Grumusols
Wet,5.07,40.54,10.4,91.95,67.17,24.6,25.6,43.62,20.06,250.22,Red Yellow Podzolic
Dry,8.07,26.23,18.83,225.2,48.68,31.55,33.14,53.53,3.89,133.0,Calcic Red Yellow Latosols
Wet,5.22,37.43,18.4,138.41,67.1,21.42,22.52,75.85,14.01,467.1,Immature Brown Loams
Dry,7.49,45.97,14.5,122.94,39.08,29.22,31.01,65.26,1.68,117.07,Low Humic Gley
Dry/Wet,6.85,13.56,5.82,50.74,50.75,33.39,34.97,51.96,20.48,481.72,Regosols
Dry,8.06,17.8,15.93,320.95,50.05,31.09,32.68,73.02,2.93,25.96,Solodized Solonetz
Dry,8.0,31.44,14.64,230.59,7.81,28.38,29.18,93.87,0.4,39.44,Calcic Red Yellow Latosols
Dry,6.21,18.2,9.21,65.45,57.18,28.64,30.04,93.9,3.37,102.82,Red Yellow Latosols
Dry,6.91,19.3,11.9,69.63,31.03,29.98,31.6,79.12,4.42,126.37,Red Yellow Latosols
Wet,4.35,114.42,7.98,61.2,34.88,26.15,27.95,45.96,21.46,179.3,Bog and Half-Bog
Dry,6.23,40.98,15.49,135.63,20.21,29.95,30.72,70.46,0.47,13.69,Low Humic Gley
Dry,7.96,43.24,23.03,310.6,27.87,28.76,29.91,41.53,1.22,31.93,Grumusols
