supplierName,seedType,region,price,rating,distance_km,stock,deliveryTime_days,organicCertified,reviews,
Purahanda Enterprises,Pumpkin Seed,Kandy,5082,4.5,54,292,4,TRUE,171,5822.2
Green Grove Fertilizer,Cabbage Seed,Ampara,5020,4.3,24,373,5,TRUE,418,7263.0
Land mark agro Seeds,Chili Seed,Badulla,6716,4.8,37,96,2,FALSE,99,3539.6
Green Harvest Agriculture,Rice Seed,Kurunegala,4673,3.5,54,349,4,FALSE,293,6585.8
Janogali,Bean Seed,Badulla,3924,5.0,15,77,3,TRUE,462,4900.4
Saduthara Plant nursery,Chili Seed,Anuradhapura,6749,4.2,12,90,1,FALSE,369,3984.4
Land mark agro Seeds,Pumpkin Seed,Kurunegala,4768,4.8,8,58,2,FALSE,246,4518.8
Land mark agro Seeds,Carrot Seed,Matara,7800,4.3,38,683,3,FALSE,53,8971.0
Purahanda Enterprises,Potato Seed,Matale,6013,4.7,2,104,2,FALSE,153,4603.8
Green Grove Fertilizer,Potato Seed,Ratnapura,5869,4.7,22,512,3,FALSE,246,8341.4
Land mark agro Seeds,Rice Seed,Kandy,4901,4.4,15,469,4,TRUE,180,8447.6
Green Harvest Agriculture,Corn Seed,Galle,3021,4.5,30,69,2,TRUE,137,4896.6
Janogali,Rice Seed,Kandy,4126,4.3,50,396,4,TRUE,301,7330.6
Saduthara Plant nursery,Tomato Seed,Colombo,5732,4.8,10,602,2,TRUE,468,9533.2
Land mark agro Seeds,Bean Seed,Matale,5493,4.2,41,297,4,TRUE,457,5976.8
Land mark agro Seeds,Carrot Seed,Badulla,7149,3.9,35,463,2,FALSE,131,7103.4
Purahanda Enterprises,Bean Seed,Galle,4688,4.6,32,137,2,FALSE,87,4866.8
Green Grove Fertilizer,Cabbage Seed,Ampara,6424,4.1,3,272,4,FALSE,450,6117.4
Land mark agro Seeds,Chili Seed,Badulla,4055,4.2,59,317,3,TRUE,201,6392.0
Green Harvest Agriculture,Corn Seed,Badulla,3324,4.3,53,469,4,TRUE,208,8321.4
Janogali,Onion Seed,Badulla,7733,4.3,42,179,1,FALSE,408,3877.8
Saduthara Plant nursery,Tomato Seed,Badulla,5470,4.9,55,138,2,FALSE,397,4095.0
Land mark agro Seeds,Onion Seed,Hambantota,6363,4.9,6,113,5,FALSE,257,4467.8
Land mark agro Seeds,Tomato Seed,Kurunegala,6683,4.6,45,593,3,TRUE,150,8368.8
Purahanda Enterprises,Potato Seed,Badulla,7494,4.5,33,323,2,TRUE,131,5587.4
Green Grove Fertilizer,Onion Seed,Ampara,8209,3.6,4,103,5,TRUE,25,3708.4
Land mark agro Seeds,Cabbage Seed,Ratnapura,6549,4.0,43,544,4,FALSE,29,7990.4
Green Harvest Agriculture,Cabbage Seed,Hambantota,5720,4.7,20,327,3,FALSE,88,6591.0
Janogali,Corn Seed,Hambantota,4240,4.9,60,185,5,TRUE,96,4957.0
Saduthara Plant nursery,Tomato Seed,Kandy,6938,3.8,12,617,4,TRUE,116,9190.8
Land mark agro Seeds,Onion Seed,Matara,5693,4.5,10,168,2,TRUE,293,5217.8
Land mark agro Seeds,Onion Seed,Anuradhapura,8380,4.4,8,222,3,TRUE,69,4726.0
Purahanda Enterprises,Carrot Seed,Nuwara Eliya,6362,4.5,23,665,2,FALSE,332,9660.2
Green Grove Fertilizer,Cabbage Seed,Galle,5821,4.3,4,453,2,TRUE,398,8142.6
Land mark agro Seeds,Potato Seed,Ratnapura,5635,4.8,26,230,5,TRUE,14,5532.0
Green Harvest Agriculture,Cabbage Seed,Nuwara Eliya,4431,4.2,28,614,5,TRUE,496,9831.6
Janogali,Cabbage Seed,Colombo,4139,4.9,42,624,5,TRUE,457,9747.4
Saduthara Plant nursery,Pumpkin Seed,Anuradhapura,4837,3.8,17,438,3,TRUE,173,8141.2
Land mark agro Seeds,Rice Seed,Nuwara Eliya,3703,4.8,49,64,2,TRUE,183,4184.8
Land mark agro Seeds,Chili Seed,Ampara,4029,4.4,47,203,3,FALSE,415,5496.4
Purahanda Enterprises,Bean Seed,Matara,4731,3.7,20,524,5,TRUE,363,8986.6
Green Grove Fertilizer,Onion Seed,Hambantota,7152,3.6,33,311,2,FALSE,246,5631.2
Land mark agro Seeds,Chili Seed,Anuradhapura,4514,4.9,22,641,3,TRUE,58,10167.4
Green Harvest Agriculture,Corn Seed,Colombo,4029,4.8,53,539,4,FALSE,126,8724.4
Janogali,Corn Seed,Ampara,3082,4.1,5,474,2,FALSE,203,9434.2
Saduthara Plant nursery,Rice Seed,Badulla,4068,4.8,41,531,5,FALSE,159,8868.8
Land mark agro Seeds,Pumpkin Seed,Badulla,6574,4.5,20,353,4,TRUE,352,6515.4
Land mark agro Seeds,Corn Seed,Jaffna,3334,4.5,40,553,2,FALSE,223,9411.4
Purahanda Enterprises,Bean Seed,Galle,6265,4.4,24,147,3,TRUE,264,4502.0
Green Grove Fertilizer,Potato Seed,Kurunegala,7393,4.9,7,313,4,FALSE,337,6035.8
Land mark agro Seeds,Tomato Seed,Polonnaruwa,4855,4.1,22,643,4,TRUE,176,10075.0
Green Harvest Agriculture,Carrot Seed,Ampara,7593,4.4,51,522,5,FALSE,87,7180.8
Janogali,Potato Seed,Monaragala,6108,4.6,47,114,1,TRUE,387,3768.8
Saduthara Plant nursery,Onion Seed,Hambantota,6809,4.8,39,232,1,FALSE,119,4822.4
Land mark agro Seeds,Potato Seed,Galle,6124,4.1,2,219,1,TRUE,219,5727.4
Land mark agro Seeds,Carrot Seed,Kurunegala,7527,4.1,48,355,1,FALSE,31,5606.2
Purahanda Enterprises,Cabbage Seed,Nuwara Eliya,4804,4.7,42,108,3,TRUE,58,4327.4
Green Grove Fertilizer,Corn Seed,Badulla,4315,3.8,49,376,1,TRUE,207,7090.0
Land mark agro Seeds,Tomato Seed,Kurunegala,5535,4.1,22,260,2,FALSE,308,5973.0
Green Harvest Agriculture,Cabbage Seed,Kandy,4335,3.6,34,103,5,FALSE,305,4658.0
Janogali,Potato Seed,Nuwara Eliya,7655,3.7,37,366,2,FALSE,197,5897.0
Saduthara Plant nursery,Corn Seed,Nuwara Eliya,4893,4.0,34,441,1,TRUE,124,7802.8
Land mark agro Seeds,Tomato Seed,Ampara,4625,4.6,60,469,4,TRUE,467,7652.0
Land mark agro Seeds,Carrot Seed,Jaffna,7443,4.8,37,398,2,TRUE,382,6268.8
Purahanda Enterprises,Onion Seed,Galle,5629,4.6,55,544,2,FALSE,244,8100.4
Green Grove Fertilizer,Tomato Seed,Nuwara Eliya,5439,4.0,16,155,3,TRUE,444,5084.4
Land mark agro Seeds,Onion Seed,Matale,6622,4.3,11,237,1,TRUE,59,5522.2
Green Harvest Agriculture,Potato Seed,Matale,6221,4.5,14,116,4,TRUE,399,4406.6
Janogali,Tomato Seed,Ratnapura,6073,4.0,33,61,3,FALSE,133,3550.8
Saduthara Plant nursery,Carrot Seed,Matara,7399,4.0,58,687,5,TRUE,342,8780.4
Land mark agro Seeds,Onion Seed,Colombo,5973,4.2,42,67,3,FALSE,151,3464.8
Land mark agro Seeds,Chili Seed,Galle,6338,4.7,4,567,2,TRUE,44,9063.8
Purahanda Enterprises,Bean Seed,Kandy,4473,4.8,57,212,1,TRUE,397,5196.8
Green Grove Fertilizer,Carrot Seed,Matale,7400,3.9,14,325,3,FALSE,127,6043.0
Land mark agro Seeds,Corn Seed,Polonnaruwa,4131,4.2,37,253,5,FALSE,442,6161.6
Green Harvest Agriculture,Onion Seed,Badulla,6313,4.4,12,473,1,FALSE,414,7982.8
Janogali,Tomato Seed,Kurunegala,5430,3.6,46,509,5,TRUE,440,8040.0
Saduthara Plant nursery,Pumpkin Seed,Anuradhapura,3916,3.8,9,217,4,TRUE,181,6459.6
Land mark agro Seeds,Pumpkin Seed,Hambantota,6352,5.0,31,331,4,FALSE,428,6149.2
Land mark agro Seeds,Potato Seed,Anuradhapura,8812,3.7,22,93,2,TRUE,150,3004.2
Purahanda Enterprises,Rice Seed,Ampara,5067,4.9,3,567,3,TRUE,235,9586.2
Green Grove Fertilizer,Cabbage Seed,Hambantota,5922,4.9,52,383,1,FALSE,379,6424.2
Land mark agro Seeds,Rice Seed,Monaragala,4606,4.4,56,111,1,FALSE,472,4165.6
Green Harvest Agriculture,Cabbage Seed,Nuwara Eliya,5699,4.5,10,435,2,FALSE,49,7885.4
Janogali,Rice Seed,Galle,4799,3.8,49,69,1,FALSE,260,3826.4
Saduthara Plant nursery,Pumpkin Seed,Polonnaruwa,5655,3.8,32,289,3,TRUE,282,6024.0
Land mark agro Seeds,Tomato Seed,Kurunegala,6559,4.5,39,289,2,FALSE,268,5501.4
Land mark agro Seeds,Bean Seed,Matara,3685,4.4,18,69,4,TRUE,179,4874.0
Purahanda Enterprises,Potato Seed,Matale,5574,4.2,33,408,4,TRUE,94,7214.4
Green Grove Fertilizer,Rice Seed,Galle,3799,3.8,28,645,3,TRUE,371,10406.4
Land mark agro Seeds,Rice Seed,Matale,5059,4.3,22,569,1,FALSE,73,9247.4
Green Harvest Agriculture,Bean Seed,Monaragala,3912,4.5,53,467,5,TRUE,285,8060.2
Janogali,Carrot Seed,Monaragala,6593,4.4,26,300,4,TRUE,245,5860.8
Saduthara Plant nursery,Onion Seed,Galle,7750,4.5,40,332,2,TRUE,114,5435.0
Land mark agro Seeds,Cabbage Seed,Polonnaruwa,4588,4.3,53,696,2,TRUE,394,10085.8
Land mark agro Seeds,Onion Seed,Ampara,6113,3.6,41,263,5,FALSE,310,5406.8
Purahanda Enterprises,Cabbage Seed,Hambantota,5623,4.9,21,516,3,TRUE,295,8493.8
Green Grove Fertilizer,Carrot Seed,Ratnapura,7125,3.6,10,299,2,FALSE,154,5982.0
Land mark agro Seeds,Rice Seed,Anuradhapura,4567,4.1,26,642,5,FALSE,38,10100.2
Green Harvest Agriculture,Onion Seed,Monaragala,8476,5.0,27,102,5,FALSE,249,3089.6
Janogali,Cabbage Seed,Jaffna,5574,4.7,56,199,1,TRUE,105,4649.4
Saduthara Plant nursery,Corn Seed,Jaffna,3828,4.6,12,145,5,TRUE,234,5690.8
Land mark agro Seeds,Pumpkin Seed,Ampara,5446,4.6,17,641,3,FALSE,106,9903.6
Land mark agro Seeds,Bean Seed,Matale,5950,4.6,44,228,2,FALSE,323,5032.0
Purahanda Enterprises,Potato Seed,Colombo,7474,4.1,49,211,1,FALSE,61,4167.4
Green Grove Fertilizer,Tomato Seed,Badulla,6576,4.3,37,330,4,FALSE,180,5950.6
Land mark agro Seeds,Tomato Seed,Jaffna,6968,4.3,11,524,3,FALSE,326,8253.8
Green Harvest Agriculture,Pumpkin Seed,Monaragala,4772,3.6,16,537,1,TRUE,412,9183.2
Janogali,Carrot Seed,Matara,6173,4.7,38,132,4,TRUE,95,4099.8
Saduthara Plant nursery,Tomato Seed,Nuwara Eliya,4560,4.2,43,605,3,FALSE,473,9390.0
Land mark agro Seeds,Tomato Seed,Hambantota,6653,4.8,11,549,2,TRUE,398,8614.8
Land mark agro Seeds,Rice Seed,Polonnaruwa,5015,4.6,59,172,1,TRUE,421,4546.0
Purahanda Enterprises,Corn Seed,Matale,3157,3.9,13,462,5,TRUE,69,9130.2
Green Grove Fertilizer,Bean Seed,Jaffna,4501,4.6,28,199,1,FALSE,271,5641.6
Land mark agro Seeds,Bean Seed,Galle,4581,4.9,5,473,1,FALSE,190,8800.6
Green Harvest Agriculture,Pumpkin Seed,Galle,4378,4.7,33,467,3,TRUE,225,8267.8
Janogali,Cabbage Seed,Kurunegala,6129,4.4,45,641,1,FALSE,30,9076.4
Saduthara Plant nursery,Tomato Seed,Galle,4629,4.6,37,466,4,TRUE,211,8080.4
Land mark agro Seeds,Bean Seed,Hambantota,5224,4.5,54,85,5,TRUE,383,3695.4
Land mark agro Seeds,Bean Seed,Kandy,6341,3.6,10,250,5,TRUE,62,5805.6
Purahanda Enterprises,Pumpkin Seed,Matara,5022,4.4,7,371,1,TRUE,98,7579.2
Green Grove Fertilizer,Pumpkin Seed,Hambantota,4681,3.7,33,238,4,TRUE,488,5886.6
Land mark agro Seeds,Corn Seed,Nuwara Eliya,4016,4.6,36,394,2,TRUE,38,7625.6
Green Harvest Agriculture,Cabbage Seed,Ratnapura,5042,4.9,39,263,5,TRUE,354,5836.2
Janogali,Tomato Seed,Badulla,6407,4.5,54,453,1,FALSE,166,6902.2
Saduthara Plant nursery,Onion Seed,Monaragala,8206,3.5,21,304,3,FALSE,434,5382.6
Land mark agro Seeds,Onion Seed,Jaffna,6044,3.5,52,529,1,FALSE,277,7877.4
Land mark agro Seeds,Potato Seed,Ratnapura,5901,4.5,43,125,4,TRUE,399,4044.6
Purahanda Enterprises,Carrot Seed,Matale,7538,4.7,55,371,4,TRUE,460,5603.8
Green Grove Fertilizer,Potato Seed,Colombo,8041,4.2,41,234,2,TRUE,408,4327.6
Land mark agro Seeds,Chili Seed,Ampara,4705,4.2,42,378,2,FALSE,498,7082.0
Green Harvest Agriculture,Onion Seed,Nuwara Eliya,6190,4.5,21,700,3,TRUE,274,10119.0
Janogali,Cabbage Seed,Kurunegala,6675,3.9,40,112,3,FALSE,265,3683.0
Saduthara Plant nursery,Cabbage Seed,Jaffna,5338,4.5,12,630,4,FALSE,238,9939.8
Land mark agro Seeds,Onion Seed,Hambantota,7581,4.2,42,587,2,TRUE,149,8021.6
Land mark agro Seeds,Bean Seed,Matale,6443,4.5,27,175,4,FALSE,266,4647.8
Purahanda Enterprises,Chili Seed,Ampara,4079,3.5,6,191,4,TRUE,340,6203.4
Green Grove Fertilizer,Onion Seed,Ratnapura,5315,4.1,3,672,1,TRUE,205,10561.0
Land mark agro Seeds,Pumpkin Seed,Kandy,6126,4.8,12,313,5,TRUE,57,6445.6
Green Harvest Agriculture,Cabbage Seed,Nuwara Eliya,4304,4.0,6,428,3,FALSE,323,8468.4
Janogali,Corn Seed,Anuradhapura,4851,4.2,37,217,5,TRUE,366,5513.6
Saduthara Plant nursery,Pumpkin Seed,Matale,5080,4.3,15,137,5,FALSE,189,5059.0
Land mark agro Seeds,Rice Seed,Ampara,4301,3.9,18,342,1,TRUE,306,7372.6
Land mark agro Seeds,Bean Seed,Matara,3863,4.1,3,242,3,TRUE,420,6841.8
Purahanda Enterprises,Chili Seed,Ratnapura,5248,4.5,26,387,1,FALSE,57,7265.8
Green Grove Fertilizer,Rice Seed,Badulla,4942,3.8,34,471,2,FALSE,348,8089.2
Land mark agro Seeds,Cabbage Seed,Nuwara Eliya,4092,4.1,52,261,2,TRUE,260,5960.2
Green Harvest Agriculture,Cabbage Seed,Ratnapura,5341,4.5,12,493,1,FALSE,428,8568.6
Janogali,Pumpkin Seed,Matale,6590,4.5,15,158,1,FALSE,379,4659.0
Saduthara Plant nursery,Pumpkin Seed,Ratnapura,5902,4.1,35,88,2,FALSE,83,3846.2
Land mark agro Seeds,Cabbage Seed,Nuwara Eliya,6111,4.2,54,72,1,FALSE,44,3219.6
Land mark agro Seeds,Corn Seed,Nuwara Eliya,3608,4.2,53,146,3,TRUE,209,4980.8
Purahanda Enterprises,Corn Seed,Hambantota,3195,4.6,28,243,5,TRUE,150,6604.0
Green Grove Fertilizer,Rice Seed,Polonnaruwa,4873,4.5,11,214,2,TRUE,145,5985.8
Land mark agro Seeds,Onion Seed,Ampara,6021,4.6,19,508,1,FALSE,482,8303.6
Green Harvest Agriculture,Potato Seed,Monaragala,8422,4.4,50,243,1,FALSE,430,4079.2
Janogali,Corn Seed,Galle,4295,5.0,36,574,4,TRUE,35,9302.0
Saduthara Plant nursery,Carrot Seed,Kurunegala,6584,4.3,41,530,1,TRUE,427,7867.4
Land mark agro Seeds,Potato Seed,Polonnaruwa,7522,4.1,13,605,3,TRUE,47,8808.2
Land mark agro Seeds,Tomato Seed,Colombo,4670,4.1,39,498,4,FALSE,22,8359.0
Purahanda Enterprises,Cabbage Seed,Kurunegala,5806,4.9,59,105,3,TRUE,291,3550.6
Green Grove Fertilizer,Cabbage Seed,Jaffna,4062,4.6,59,286,5,FALSE,428,6067.2
Land mark agro Seeds,Carrot Seed,Galle,7480,4.6,14,603,3,FALSE,27,8770.0
Green Harvest Agriculture,Pumpkin Seed,Kurunegala,4198,4.4,38,481,3,FALSE,489,8388.8
Janogali,Corn Seed,Polonnaruwa,4107,4.9,19,558,4,TRUE,149,9560.2
Saduthara Plant nursery,Bean Seed,Kurunegala,4018,3.6,50,217,2,TRUE,89,5604.8
Land mark agro Seeds,Chili Seed,Hambantota,6479,4.6,22,197,1,TRUE,462,4950.4
Land mark agro Seeds,Carrot Seed,Anuradhapura,5100,4.1,56,507,3,FALSE,280,7937.0
Purahanda Enterprises,Potato Seed,Ampara,6242,4.6,28,482,2,FALSE,162,7775.2
Green Grove Fertilizer,Cabbage Seed,Hambantota,6940,4.4,47,332,1,FALSE,428,5622.0
Land mark agro Seeds,Pumpkin Seed,Colombo,5590,3.8,45,645,5,TRUE,455,9350.0
Green Harvest Agriculture,Chili Seed,Anuradhapura,5649,4.3,23,470,4,FALSE,40,8001.4
Janogali,Rice Seed,Anuradhapura,4651,4.6,40,131,5,FALSE,452,4661.6
Saduthara Plant nursery,Pumpkin Seed,Polonnaruwa,6421,4.9,24,629,2,TRUE,294,9244.6
Land mark agro Seeds,Cabbage Seed,Badulla,4272,3.6,10,55,2,TRUE,133,4683.2
Land mark agro Seeds,Cabbage Seed,Galle,6279,3.8,25,599,1,TRUE,131,9014.4
Purahanda Enterprises,Chili Seed,Nuwara Eliya,5552,4.6,23,162,2,TRUE,164,4951.2
Green Grove Fertilizer,Potato Seed,Matara,5916,3.5,39,151,3,TRUE,181,4408.6
Land mark agro Seeds,Onion Seed,Kurunegala,7522,4.2,52,216,5,FALSE,461,4135.2
Green Harvest Agriculture,Rice Seed,Monaragala,3649,4.6,35,528,2,TRUE,384,9132.4
Janogali,Rice Seed,Polonnaruwa,3564,4.0,29,502,3,FALSE,433,9044.4
Saduthara Plant nursery,Bean Seed,Jaffna,3872,3.8,59,141,4,FALSE,132,4717.2
Land mark agro Seeds,Bean Seed,Jaffna,4440,4.8,4,219,1,TRUE,310,6340.0
Land mark agro Seeds,Corn Seed,Kandy,4287,4.9,60,151,3,FALSE,275,4598.2
Purahanda Enterprises,Onion Seed,Galle,6787,4.6,52,643,3,TRUE,62,8687.2
Green Grove Fertilizer,Corn Seed,Badulla,3615,4.7,34,336,2,FALSE,35,7243.0
Land mark agro Seeds,Rice Seed,Ampara,5375,4.0,28,149,2,TRUE,368,4810.0
Green Harvest Agriculture,Rice Seed,Galle,4138,4.9,24,526,2,TRUE,86,9127.8
Janogali,Cabbage Seed,Kandy,4768,4.5,31,495,5,FALSE,323,8437.8
Saduthara Plant nursery,Carrot Seed,Ampara,6124,4.9,50,580,3,TRUE,488,8353.4
Land mark agro Seeds,Onion Seed,Galle,8177,3.7,20,602,5,TRUE,24,8388.2
Land mark agro Seeds,Rice Seed,Galle,5169,4.9,20,658,1,TRUE,432,10115.4
Purahanda Enterprises,Corn Seed,Ratnapura,3390,4.8,47,316,5,FALSE,500,6870.0
Green Grove Fertilizer,Carrot Seed,Anuradhapura,7092,4.5,22,142,4,TRUE,49,4158.2
Land mark agro Seeds,Carrot Seed,Jaffna,6878,4.8,4,428,4,TRUE,406,7454.8
Green Harvest Agriculture,Chili Seed,Polonnaruwa,5710,4.5,26,392,4,TRUE,461,7131.0
Janogali,Potato Seed,Ratnapura,7317,4.6,30,675,1,TRUE,132,9235.2
Saduthara Plant nursery,Chili Seed,Nuwara Eliya,4538,4.7,36,94,5,FALSE,117,4413.8
Land mark agro Seeds,Cabbage Seed,Ratnapura,6314,4.2,36,72,3,FALSE,261,3498.4
Land mark agro Seeds,Chili Seed,Hambantota,5150,4.3,54,448,2,TRUE,96,7361.0
Purahanda Enterprises,Cabbage Seed,Badulla,6682,4.0,9,594,5,FALSE,59,9117.2
Green Grove Fertilizer,Bean Seed,Jaffna,4550,4.9,44,228,1,TRUE,201,5583.0
Land mark agro Seeds,Tomato Seed,Matale,5282,4.9,46,651,2,FALSE,355,9480.2
Green Harvest Agriculture,Onion Seed,Monaragala,6419,4.0,18,572,3,FALSE,420,8822.4
Janogali,Potato Seed,Matara,8411,4.8,21,450,1,TRUE,275,6721.6
Saduthara Plant nursery,Rice Seed,Nuwara Eliya,4393,4.4,42,644,4,TRUE,430,9860.8
Land mark agro Seeds,Carrot Seed,Ampara,6755,4.3,53,260,1,FALSE,316,4859.0
Land mark agro Seeds,Onion Seed,Monaragala,7978,4.7,5,76,3,TRUE,338,3477.8
Purahanda Enterprises,Carrot Seed,Nuwara Eliya,5979,3.9,42,671,4,FALSE,182,9511.4
Green Grove Fertilizer,Chili Seed,Matale,5282,3.6,32,516,4,TRUE,499,8449.2
Land mark agro Seeds,Chili Seed,Monaragala,5313,4.7,57,687,5,FALSE,27,9613.8
Green Harvest Agriculture,Tomato Seed,Nuwara Eliya,4706,3.6,6,79,4,TRUE,161,4829.6
Janogali,Bean Seed,Matara,4455,4.4,24,330,2,FALSE,73,7056.0
Saduthara Plant nursery,Tomato Seed,Jaffna,4824,4.4,40,421,5,TRUE,61,7498.4
Land mark agro Seeds,Carrot Seed,Anuradhapura,6459,4.2,28,77,4,TRUE,179,3650.4
Land mark agro Seeds,Rice Seed,Hambantota,3543,3.9,57,451,1,FALSE,349,7985.8
Purahanda Enterprises,Corn Seed,Anuradhapura,3439,4.3,55,72,3,FALSE,30,4265.4
Green Grove Fertilizer,Onion Seed,Nuwara Eliya,6174,3.6,42,422,3,TRUE,83,6952.4
Land mark agro Seeds,Bean Seed,Matara,4327,4.7,9,416,4,TRUE,224,8258.2
Green Harvest Agriculture,Cabbage Seed,Hambantota,6060,4.1,10,486,1,TRUE,420,8263.0
Janogali,Tomato Seed,Polonnaruwa,6394,3.9,60,601,3,TRUE,134,8285.4
Saduthara Plant nursery,Chili Seed,Colombo,4391,4.1,58,468,1,TRUE,301,7790.6
Land mark agro Seeds,Bean Seed,Nuwara Eliya,6248,3.7,53,659,4,FALSE,331,9069.8
Land mark agro Seeds,Chili Seed,Jaffna,6772,3.7,18,407,5,TRUE,212,7040.2
Purahanda Enterprises,Carrot Seed,Jaffna,7341,3.6,8,67,1,TRUE,247,3615.6
Green Grove Fertilizer,Corn Seed,Matale,4620,3.9,42,274,4,TRUE,426,6085.0
Land mark agro Seeds,Potato Seed,Badulla,5580,3.9,28,606,1,TRUE,184,9301.0
Green Harvest Agriculture,Tomato Seed,Ratnapura,5977,4.4,48,215,1,FALSE,139,4817.2
Janogali,Potato Seed,Matale,8528,4.6,36,471,5,TRUE,132,6590.8
Saduthara Plant nursery,Corn Seed,Matara,3580,4.4,5,465,1,FALSE,88,9136.0
Land mark agro Seeds,Carrot Seed,Ampara,6235,3.5,22,679,1,TRUE,217,9901.0
Land mark agro Seeds,Rice Seed,Anuradhapura,4702,3.7,3,483,4,TRUE,340,8928.2
Purahanda Enterprises,Corn Seed,Kandy,4125,4.8,35,292,1,FALSE,242,6576.0
Green Grove Fertilizer,Onion Seed,Matale,7423,4.6,27,261,5,FALSE,103,5112.8
Land mark agro Seeds,Onion Seed,Ampara,7578,4.0,40,302,2,TRUE,438,5218.8
Green Harvest Agriculture,Pumpkin Seed,Matale,4013,3.9,41,365,1,FALSE,42,7257.8
Janogali,Potato Seed,Matara,7214,4.7,48,252,5,FALSE,404,4683.4
Saduthara Plant nursery,Corn Seed,Kurunegala,4795,4.7,35,180,1,FALSE,218,5191.0
Land mark agro Seeds,Cabbage Seed,Kurunegala,5987,4.4,52,214,2,TRUE,89,4723.2
Land mark agro Seeds,Chili Seed,Ampara,4307,4.3,48,648,2,TRUE,277,9818.2
Purahanda Enterprises,Chili Seed,Kurunegala,5156,4.2,31,341,1,FALSE,344,6751.6
Green Grove Fertilizer,Onion Seed,Nuwara Eliya,7831,3.8,24,306,5,FALSE,453,5483.6
Land mark agro Seeds,Rice Seed,Kurunegala,4745,4.2,13,699,4,TRUE,479,10856.0
Green Harvest Agriculture,Onion Seed,Polonnaruwa,5430,3.8,56,511,4,FALSE,360,7854.0
Janogali,Bean Seed,Galle,6292,4.9,12,591,3,FALSE,437,9156.2
Saduthara Plant nursery,Bean Seed,Badulla,5969,3.8,16,129,5,FALSE,75,4618.4
Land mark agro Seeds,Tomato Seed,Ratnapura,5165,4.8,13,213,3,FALSE,89,5810.0
Land mark agro Seeds,Chili Seed,Hambantota,6651,5.0,32,501,2,FALSE,205,7709.6
Purahanda Enterprises,Corn Seed,Matale,3332,3.8,50,299,4,TRUE,289,6693.2
Green Grove Fertilizer,Cabbage Seed,Kurunegala,6738,4.6,11,612,2,FALSE,460,9216.8
Land mark agro Seeds,Pumpkin Seed,Ampara,4987,4.9,52,198,1,TRUE,399,4948.2
Green Harvest Agriculture,Corn Seed,Anuradhapura,4950,3.6,40,581,1,FALSE,361,9072.0
Janogali,Rice Seed,Anuradhapura,4012,4.1,43,453,5,TRUE,361,8092.2
Saduthara Plant nursery,Cabbage Seed,Galle,5121,3.6,45,592,2,TRUE,175,9013.6
Land mark agro Seeds,Pumpkin Seed,Anuradhapura,4888,4.0,44,64,2,TRUE,254,3834.8
Land mark agro Seeds,Chili Seed,Hambantota,4459,4.5,50,362,1,TRUE,241,6851.4
Purahanda Enterprises,Corn Seed,Colombo,4609,4.8,27,625,4,FALSE,135,9872.4
Green Grove Fertilizer,Pumpkin Seed,Hambantota,5793,3.7,48,683,5,TRUE,269,9591.8
Land mark agro Seeds,Corn Seed,Colombo,3050,4.9,6,469,4,TRUE,223,9353.0
Green Harvest Agriculture,Chili Seed,Matale,6411,4.2,54,239,4,TRUE,205,4769.6
Janogali,Cabbage Seed,Colombo,5804,4.2,18,340,1,FALSE,157,6742.4
Saduthara Plant nursery,Bean Seed,Polonnaruwa,4872,4.8,56,470,4,TRUE,213,7637.2
Land mark agro Seeds,Cabbage Seed,Matale,4335,4.7,15,293,3,FALSE,29,6905.0
Land mark agro Seeds,Corn Seed,Ampara,4313,3.7,45,90,5,TRUE,73,4313.8
Purahanda Enterprises,Potato Seed,Ratnapura,7464,4.2,60,420,2,FALSE,55,6038.4
Green Grove Fertilizer,Onion Seed,Kandy,7387,4.6,29,85,1,TRUE,400,3327.2
Land mark agro Seeds,Bean Seed,Hambantota,6206,4.0,26,173,3,TRUE,267,4757.6
Green Harvest Agriculture,Bean Seed,Ampara,4958,3.8,24,319,3,FALSE,170,6762.8
Janogali,Pumpkin Seed,Badulla,5767,4.6,34,638,5,TRUE,287,9405.2
Saduthara Plant nursery,Tomato Seed,Matale,4547,4.7,24,204,3,TRUE,180,5750.2
Land mark agro Seeds,Cabbage Seed,Ampara,4724,3.7,34,291,3,TRUE,90,6379.4
Land mark agro Seeds,Tomato Seed,Galle,7048,4.1,29,183,1,TRUE,117,4457.8
Purahanda Enterprises,Onion Seed,Badulla,8351,5.0,6,181,4,FALSE,416,4349.6
Green Grove Fertilizer,Onion Seed,Nuwara Eliya,5315,4.1,9,419,4,TRUE,65,7911.0
Land mark agro Seeds,Pumpkin Seed,Nuwara Eliya,4369,4.2,37,657,5,TRUE,273,10106.4
Green Harvest Agriculture,Tomato Seed,Kandy,6307,4.4,14,388,2,FALSE,384,7095.2
Janogali,Tomato Seed,Colombo,4802,3.7,4,692,3,TRUE,40,10958.2
Saduthara Plant nursery,Chili Seed,Kandy,5356,3.8,60,397,2,FALSE,313,6663.6
Land mark agro Seeds,Tomato Seed,Hambantota,6530,4.6,30,445,1,FALSE,110,7250.0
Land mark agro Seeds,Bean Seed,Jaffna,5232,4.9,43,460,5,TRUE,179,7650.2
Purahanda Enterprises,Carrot Seed,Monaragala,5592,4.4,45,149,3,TRUE,278,4371.2
Green Grove Fertilizer,Carrot Seed,Matale,6963,4.3,56,617,4,FALSE,349,8285.8
